Date,Open,High,Low,Close,Adj Close,Volume
12/3/2021,95.129997,95.349998,91.730003,92.769997,92.380569,8082800
12/6/2021,93.849998,96.889999,93.239998,96.010002,95.606987,6679900
12/7/2021,96.599998,98.330002,96.300003,97.550003,97.140518,5049000
12/8/2021,97.550003,98.940002,96.980003,98.279999,97.867447,4756800
12/9/2021,97.769997,98.190002,97,97.830002,97.419334,4066700
12/10/2021,98.089996,98.559998,96.449997,96.949997,96.543022,4276300
12/13/2021,95.970001,96.400002,92.82,93.129997,92.739067,7378600
12/14/2021,92.75,94.059998,91.720001,92.110001,91.723358,7260800
12/15/2021,92.220001,92.410004,90.18,92.080002,91.693466,7694500
12/16/2021,92.519997,94.339996,92.199997,92.529999,92.141579,7127400
12/17/2021,92.449997,93.07,90.110001,91.449997,91.066116,9065000
12/20/2021,90,90.099998,88.169998,89.980003,89.68074,6013200
12/21/2021,90.720001,93.669998,90.720001,93.059998,92.750496,7617700
12/22/2021,92.919998,93.709999,92.160004,93.07,92.760468,4663900
12/23/2021,93.300003,94.540001,93.300003,94,93.687378,3885500
12/27/2021,93.629997,94.669998,93.449997,94.620003,94.305321,3428900
12/28/2021,94.43,96.080002,94.239998,95.300003,94.983055,4051900
12/29/2021,95,95.480003,94.440002,94.790001,94.474754,3490500
12/30/2021,94.660004,95.980003,94.529999,94.699997,94.38504,3269000
12/31/2021,94.5,94.970001,93.900002,94.470001,94.155815,3795700
1/3/2022,95.220001,97.440002,94.75,96.239998,95.919922,4619800
1/4/2022,98.779999,100.050003,98.089996,99.370003,99.03952,7624100
1/5/2022,99.730003,101.790001,99.290001,99.370003,99.03952,5894700
1/6/2022,100.449997,101.080002,99.419998,99.949997,99.617584,4277000
1/7/2022,99.800003,102.239998,99.769997,101.400002,101.062767,6248300
1/10/2022,101.720001,102,98.940002,99.419998,99.089348,5768700
1/11/2022,100.290001,102.370003,99.970001,101.790001,101.451469,5673900
1/12/2022,101.43,102.620003,101.379997,102.239998,101.899963,4558500
1/13/2022,102.290001,103.650002,101.800003,102.459999,102.11924,4382500
1/14/2022,101.660004,103.269997,100.910004,103.160004,102.81691,4380300
1/18/2022,102.559998,103.730003,102.160004,102.889999,102.547813,8410600
1/19/2022,102.690002,102.989998,100.470001,100.620003,100.285362,5699000
1/20/2022,100.230003,101.790001,97.970001,98.25,97.923241,5635500
1/21/2022,97.699997,98.349998,95.860001,96.300003,95.979736,8077400
1/24/2022,94.589996,97.440002,92.290001,96.910004,96.5877,9873300
1/25/2022,91.120003,92.360001,88.300003,91.110001,90.806984,20952000
1/26/2022,91.510002,91.910004,88.050003,89.32,89.022934,10637200
1/27/2022,90,91.769997,88.07,89.900002,89.601013,7804600
1/28/2022,89.300003,92.160004,88.849998,92.099998,91.793694,6478600
1/31/2022,91.610001,94.559998,91.029999,94.480003,94.165779,7001600
2/1/2022,95,98.419998,94.75,97.949997,97.624237,8149200
2/2/2022,97.669998,98.580002,96.160004,98.040001,97.713936,5561400
2/3/2022,97.150002,99.160004,96.550003,98.32,97.993004,6213300
2/4/2022,97.699997,100.050003,97.639999,99.010002,98.680717,6403600
2/7/2022,99.370003,100.589996,98.5,99.900002,99.567749,4385700
2/8/2022,99.980003,100.5,98.629997,99.309998,98.979713,5158400
2/9/2022,100.25,100.470001,99.120003,99.25,98.919914,6624200
2/10/2022,98.389999,100.68,98,98.790001,98.461441,5512900
2/11/2022,99.019997,100.230003,96.169998,96.830002,96.507973,7455500
2/14/2022,96.709999,97.400002,95.559998,96.599998,96.278732,6960800
2/15/2022,97.989998,101.379997,97.949997,100.919998,100.584358,6692400
2/16/2022,100.089996,101.910004,99.889999,101.410004,101.072731,4891100
2/17/2022,100.349998,100.43,97.879997,98.459999,98.132545,3881000
2/18/2022,98.419998,98.970001,91.919998,92.690002,92.381737,15644100
2/22/2022,92.639999,95.220001,92.370003,94.150002,93.836876,7694100
2/23/2022,93.790001,94.860001,92.309998,92.650002,92.341866,7376500
2/24/2022,90.589996,93.089996,87.699997,92.540001,92.232231,11392400
2/25/2022,93.410004,97.419998,93.059998,96.370003,96.0495,6972500
2/28/2022,94.760002,95.82,94.129997,95.510002,95.19236,6319100
3/1/2022,94.959999,96.059998,91.870003,92.330002,92.022934,6732500
3/2/2022,93.459999,94.949997,93.080002,94.160004,93.846848,4442800
3/3/2022,94.940002,95.300003,91.980003,92.449997,92.142525,4622900
3/4/2022,90.220001,90.480003,87.519997,89.139999,88.843536,8438800
3/7/2022,88.669998,89.209999,85.290001,85.379997,85.172478,7120100
3/8/2022,87.029999,90.449997,85.550003,88.150002,87.935745,6857100
3/9/2022,91.459999,92.989998,91.099998,91.25,91.028214,6475800
3/10/2022,87.769997,91.599998,87.449997,91.330002,91.108025,8115500
3/11/2022,92.800003,93.620003,91.660004,92.279999,92.055717,7066400
3/14/2022,92.440002,93.989998,91.940002,92.449997,92.225296,6043600
3/15/2022,93.25,93.559998,91.260002,92.349998,92.125542,5102400
3/16/2022,93.470001,95.440002,92.739998,94.699997,94.469826,5578700
3/17/2022,94.199997,95.57,93.309998,95.529999,95.297813,4350100
3/18/2022,95.589996,95.910004,94.559998,95.589996,95.357666,7396600
3/21/2022,94.449997,95.720001,93.650002,94.82,94.589539,5482100
3/22/2022,95.239998,96.230003,94.599998,94.900002,94.66935,4816100
3/23/2022,94.580002,94.660004,93.510002,93.699997,93.47226,4893300
3/24/2022,94.389999,94.419998,93.650002,94.120003,93.891243,5333800
3/25/2022,94.440002,94.910004,93.410004,94.019997,93.791481,5748800
3/28/2022,93.599998,93.639999,90.720001,92,91.77639,7519400
3/29/2022,93.019997,94.970001,93.019997,94.650002,94.41996,8594400
3/30/2022,93.620003,95.139999,93.300003,94.580002,94.350128,5633600
3/31/2022,93.75,93.949997,91.470001,91.5,91.277603,8225700
4/1/2022,92.099998,92.559998,91.110001,92.489998,92.265198,5641300
4/4/2022,92.18,92.32,90.900002,92.019997,91.796341,5139600
4/5/2022,91.660004,92.339996,89.910004,90.099998,89.881012,6720800
4/6/2022,89.370003,90.169998,87.82,89.910004,89.691483,6576700
4/7/2022,89.82,90.080002,87.089996,89.459999,89.242569,7097200
4/8/2022,89.489998,90.269997,88.620003,89.739998,89.521881,4017200
4/11/2022,89.540001,91.589996,89.029999,89.669998,89.452057,5392300
4/12/2022,90,91.339996,89.300003,90,89.781258,4510800
4/13/2022,90.160004,91.449997,89.989998,90.75,90.529434,3963800
4/14/2022,91.040001,92.150002,90.629997,90.830002,90.609238,3829400
4/18/2022,90.970001,91.5,89.900002,90.400002,90.180283,3920000
4/19/2022,90.800003,92.260002,90.800003,91.900002,91.676636,4607100
4/20/2022,92.5,93.110001,91.25,91.400002,91.177849,4002500
4/21/2022,92.949997,93.779999,91.43,91.720001,91.497078,4501500
4/22/2022,90.889999,91.300003,88.980003,89.07,88.853516,4964000
4/25/2022,88.5,90,86.580002,89.879997,89.661537,6903400
4/26/2022,84.949997,85.230003,78.410004,80.589996,80.394127,28754900
4/27/2022,80,81.75,77.870003,78.209999,78.019905,12593200
4/28/2022,78.389999,78.699997,75.849998,77.730003,77.541077,12010100
4/29/2022,77.489998,78.129997,74.349998,74.550003,74.368813,10390100
5/2/2022,74.089996,75.830002,72.610001,75.550003,75.366379,11548300
5/3/2022,76.849998,78.269997,75.980003,77.660004,77.471245,7846900
5/4/2022,78.190002,80.769997,77.220001,80.43,80.23452,7488500
5/5/2022,79.379997,80.080002,77.559998,78.589996,78.398979,7159400
5/6/2022,78.330002,78.389999,76.190002,78.230003,78.039864,5363700
5/9/2022,76.779999,76.959999,72.540001,72.970001,72.792641,7019100
5/10/2022,74,74.699997,71.139999,73.309998,73.131813,6837100
5/11/2022,73.760002,74.580002,72.059998,72.440002,72.263931,7766000
5/12/2022,71.739998,74.209999,71.169998,73.279999,73.101891,8625300
5/13/2022,74.389999,75.970001,74.150002,75.050003,74.867592,5176900
5/16/2022,74.309998,75.400002,73.730003,74.629997,74.448608,6511500
5/17/2022,76.209999,77.199997,75.790001,76.400002,76.21431,4497300
5/18/2022,75.650002,76.519997,74.82,75.199997,75.01722,7063300
5/19/2022,75,76.540001,74.449997,75.739998,75.555908,6225700
5/20/2022,76.110001,76.440002,73.269997,75.25,75.067101,7340800
5/23/2022,76.019997,76.400002,75.010002,75.459999,75.276596,5275400
5/24/2022,74.730003,74.870003,72.059998,74.519997,74.338875,6129100
5/25/2022,73.470001,74.589996,72.620003,74.529999,74.348854,7096000
5/26/2022,75.220001,77.709999,74.699997,77.010002,76.82283,4690300
5/27/2022,77.290001,78.779999,76.989998,78.760002,78.568573,4871900
5/31/2022,77.949997,79.040001,77.760002,78.290001,78.099716,5191000
6/1/2022,79.080002,79.440002,76.690002,77.519997,77.331581,5928000
6/2/2022,78.019997,78.660004,77.169998,78,77.810417,6166100
6/3/2022,76.739998,77.150002,75.669998,76.970001,76.782928,5272600
6/6/2022,77.910004,78.290001,76.769997,77,76.812851,4744100
6/7/2022,76.910004,78.150002,76.169998,78,77.810417,5125800
6/8/2022,76.690002,78.279999,76.519997,77.160004,76.972466,3376000
6/9/2022,76.889999,77.050003,74.75,74.779999,74.598244,5055500
6/10/2022,73.019997,73.160004,70.739998,71.230003,71.056877,9584900
6/13/2022,69.470001,70,67.139999,67.720001,67.555405,9459400
6/14/2022,67.949997,68.910004,67.529999,68.050003,67.884613,5379700
6/15/2022,68.959999,70.019997,67.800003,69.099998,68.932053,6589400
6/16/2022,67.029999,67.239998,64.849998,65.290001,65.13131,9065300
6/17/2022,65.190002,66.730003,64.540001,66,65.839592,9002200
6/21/2022,67.459999,68.059998,65.709999,65.75,65.590195,8082000
6/22/2022,64.18,65.400002,64.169998,64.540001,64.383141,9702300
6/23/2022,64.370003,65.080002,63.080002,64.07,63.914276,6754300
6/24/2022,64.660004,67.970001,64.419998,67.080002,66.916962,9996300
6/27/2022,67.470001,67.900002,66.139999,66.709999,66.627319,6798300
6/28/2022,67.449997,68.449997,65.360001,65.879997,65.798347,7048700
6/29/2022,65.730003,66,63.279999,63.689999,63.611065,6908200
6/30/2022,62.549999,63.759998,61.759998,63.669998,63.591087,8701900
7/1/2022,63.490002,64.540001,62.209999,63.540001,63.46125,6851600
7/5/2022,61.509998,62.110001,59.93,62.029999,61.953121,8030600
7/6/2022,61.560001,62.360001,60.73,61.57,61.49369,4892300
7/7/2022,62.57,63.130001,61.939999,63,62.921921,6298800
7/8/2022,62.880001,64.379997,62.200001,63.25,63.171612,6193300
7/11/2022,62.389999,62.619999,61.419998,61.91,61.833271,4773800
7/12/2022,61,64.529999,61,63.02,62.941895,7275900
7/13/2022,62.049999,62.700001,61.209999,62.009998,61.933147,4337300
7/14/2022,61,61.16,60,61.09,61.014286,5095900
7/15/2022,62.080002,62.990002,60.990002,62.860001,62.782093,5851200
7/18/2022,64.389999,65.099998,63.330002,63.68,63.601078,6608900
7/19/2022,64.5,66.800003,64.480003,66.739998,66.65728,6274200
7/20/2022,66.300003,68.279999,66.050003,67.889999,67.805862,6855700
7/21/2022,67.699997,68.339996,67.099998,68.129997,68.045563,5950500
7/22/2022,68.400002,68.760002,67.839996,68.190002,68.105492,5613000
7/25/2022,67.379997,68.93,67.029999,68.360001,68.275276,5899100
7/26/2022,69.68,73.370003,69.150002,71.510002,71.421379,18041100
7/27/2022,72,72.400002,70.099998,71.580002,71.491287,7208400
7/28/2022,74.550003,74.900002,72.910004,73.139999,73.049355,11254000
7/29/2022,73,74.519997,72.43,73.910004,73.818405,7930700
8/1/2022,73.300003,76.349998,72.690002,75.800003,75.706062,9149200
8/2/2022,75.239998,76.050003,74.32,74.360001,74.267845,5788200
8/3/2022,74.919998,75.300003,74.059998,74.739998,74.647369,6029800
8/4/2022,74.489998,74.650002,73.559998,73.669998,73.578697,4325400
8/5/2022,73.43,75.040001,73.199997,74.360001,74.267845,4640200
8/8/2022,75.879997,76.779999,74.860001,75.18,75.086823,6126400
8/9/2022,75.370003,76.089996,74.870003,74.93,74.837135,4723400
8/10/2022,76.209999,77.800003,75.910004,77.139999,77.044395,10174800
8/11/2022,78,79.209999,77.959999,78.900002,78.802216,9069800
8/12/2022,79.290001,79.970001,78.559998,79.93,79.83094,5154500
8/15/2022,79.309998,80.150002,79.080002,79.809998,79.711082,3406100
8/16/2022,79.32,81.300003,79.139999,81.07,80.969528,5774500
8/17/2022,80.059998,80.379997,79.260002,79.919998,79.820946,4040300
8/18/2022,79.769997,79.889999,79.010002,79.209999,79.111832,4000400
8/19/2022,78.5,78.589996,77.269997,77.720001,77.62368,3614700
8/22/2022,76.129997,76.169998,74.360001,74.779999,74.687317,5073400
8/23/2022,74.989998,77.300003,74.919998,76.099998,76.005684,4761400
8/24/2022,76.150002,77.279999,75.879997,76.739998,76.64489,4765700
8/25/2022,77.370003,79.68,77.309998,78.139999,78.043159,5201700
8/26/2022,78.389999,78.620003,75.209999,75.269997,75.176712,5375900
8/29/2022,74.839996,76.839996,74.279999,76.050003,75.95575,4902400
8/30/2022,76.760002,77.18,74.330002,75.129997,75.03688,4290300
8/31/2022,75.410004,75.790001,73.360001,73.440002,73.348984,6401000
9/1/2022,73.25,73.25,71.43,73.080002,72.989426,4985500
9/2/2022,73.790001,74.360001,72.110001,72.43,72.340233,4037000
9/6/2022,72.5,72.639999,71.139999,72.160004,72.070572,4032700
9/7/2022,71.900002,73.739998,71.720001,73.580002,73.488808,3423100
9/8/2022,72.540001,74.080002,72.080002,73.769997,73.678566,3620100
9/9/2022,74.529999,74.970001,73.68,74.040001,73.948242,6725800
9/12/2022,74.410004,76.489998,74.260002,75.32,75.226654,7265300
9/13/2022,73.260002,73.860001,70.620003,70.839996,70.752197,7210800
9/14/2022,70.699997,71,68.68,70.029999,69.943207,6210300
9/15/2022,69.779999,70.790001,68.75,68.910004,68.8246,4927300
9/16/2022,65.400002,66.599998,65.18,66.389999,66.307716,14308800
9/19/2022,65.589996,67.489998,65.459999,67.050003,66.966904,5012200
9/20/2022,66.449997,67.199997,65.940002,66.589996,66.507469,5220800
9/21/2022,67.019997,67.07,65.160004,65.220001,65.139168,6332800
9/22/2022,65,65.709999,64.519997,65.360001,65.278999,7068300
9/23/2022,64.550003,65.080002,63.549999,64.550003,64.470001,8176800
9/26/2022,64.529999,66.160004,64.209999,64.349998,64.349998,10454600
9/27/2022,64.849998,65.309998,63.509998,64.470001,64.470001,7848000
9/28/2022,64.989998,65.059998,64.190002,64.459999,64.459999,6657700
9/29/2022,63.77,64.110001,61.919998,62.73,62.73,8799700
9/30/2022,62.639999,63.290001,61.880001,61.91,61.91,7918000
10/3/2022,62.759998,64.379997,62.150002,63.599998,63.599998,5433800
10/4/2022,64.879997,67.639999,64.870003,67.540001,67.540001,7751300
10/5/2022,66.690002,68.209999,66.050003,67.440002,67.440002,5811400
10/6/2022,66.730003,67.480003,65.790001,66.220001,66.220001,4955100
10/7/2022,65.610001,65.779999,64.099998,64.559998,64.559998,4271600
10/10/2022,65.050003,65.620003,64.059998,64.980003,64.980003,3591200
10/11/2022,64.489998,65.260002,63.080002,64,64,5295900
10/12/2022,63.689999,65.419998,63.060001,64.739998,64.739998,5356900
10/13/2022,63.689999,68.360001,63.189999,67.940002,67.940002,7986400
10/14/2022,68.300003,68.779999,67.190002,67.57,67.57,5673300
10/17/2022,68.949997,70.190002,68.43,68.629997,68.629997,5141100
10/18/2022,70.190002,71.139999,69.93,70.699997,70.699997,6109700
10/19/2022,70.269997,70.980003,69.339996,70.529999,70.529999,5238500
10/20/2022,70.760002,71.610001,69.830002,69.970001,69.970001,5987100
10/21/2022,70,72.900002,69.75,72.82,72.82,6449800
10/24/2022,73,74.32,72.769997,73.360001,73.360001,6799600
10/25/2022,75,75.25,71.080002,73,73,9622600
10/26/2022,73.290001,76.629997,73.190002,75.459999,75.459999,8084000
10/27/2022,76.300003,77.629997,75.889999,76,76,6295900
10/28/2022,76.690002,78.370003,76.580002,78.330002,78.330002,5387900
10/31/2022,77.779999,78.860001,77.540001,77.809998,77.809998,6594900
11/1/2022,78.559998,80.089996,77.449997,78.209999,78.209999,5715800
11/2/2022,78.089996,79.660004,77.279999,77.400002,77.400002,6373600
11/3/2022,76.870003,78.779999,76.57,78.379997,78.379997,8689500
11/4/2022,79.989998,81.160004,79.43,81.07,81.07,7199800
11/7/2022,81.110001,83.839996,81.07,83.459999,83.459999,8014600
11/8/2022,83.800003,84.709999,82.650002,84,84,6262800
11/9/2022,83.220001,84.790001,82.900002,83.150002,83.150002,4960300
11/10/2022,85.230003,85.669998,84.150002,85.379997,85.379997,8589100
11/11/2022,85.779999,86.779999,85.150002,86.309998,86.309998,7781300
11/14/2022,85.980003,87.099998,85.669998,85.830002,85.830002,4925800
11/15/2022,86.540001,87.620003,86.220001,87.139999,87.139999,4930000
11/16/2022,86.830002,86.93,84.650002,84.900002,84.900002,4753200
11/17/2022,83.75,85.769997,83.209999,85.389999,85.389999,4651700
11/18/2022,86.489998,87.150002,84.849998,85.480003,85.480003,4081900
11/21/2022,85.110001,86,84.730003,85.889999,85.889999,3269400
11/22/2022,86.300003,87.589996,86,87.300003,87.300003,4235000
11/23/2022,87.029999,87.959999,86.940002,87.870003,87.870003,3655700
11/25/2022,87.699997,88.379997,87.349998,88.139999,88.139999,1894100
11/28/2022,87.199997,87.559998,85.160004,85.470001,85.470001,4283900
11/29/2022,85.75,85.919998,84.959999,85.660004,85.660004,4489000
11/30/2022,85.639999,86.349998,83.190002,85.970001,85.970001,7256800
12/1/2022,86.209999,86.610001,84.870003,85.260002,85.260002,4240700
12/2/2022,84.57,86.949997,84.410004,86.879997,86.879997,4480000
